fecha,producto_id,cantidad_vendida,precio,stock_actual,nombre_producto,categoria,marca,descuento_porcentaje,clima_predominante,costo_envio
2025-07-13,PROD-105,12,250.0,92,Cafetera Espresso,Hogar,DeLonghi,0,Calor,7.31
2025-07-13,PROD-106,19,199.9,42,Silla Gamer,Muebles,SecretLab,0,Calor,6.11
2025-07-14,PROD-101,26,899.99,192,Smartphone Galaxy,Electrónica,Samsung,0,Calor,2.72
2025-07-14,PROD-102,32,120.0,170,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,2.19
2025-07-14,PROD-103,10,85.5,135,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,6.02
2025-07-14,PROD-104,14,15.0,131,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,6.93
2025-07-14,PROD-105,8,250.0,84,Cafetera Espresso,Hogar,DeLonghi,0,Calor,5.98
2025-07-14,PROD-106,10,199.9,227,Silla Gamer,Muebles,SecretLab,0,Calor,2.46
2025-07-15,PROD-101,25,899.99,167,Smartphone Galaxy,Electrónica,Samsung,0,Calor,3.58
2025-07-15,PROD-102,38,120.0,132,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,6.61
2025-07-15,PROD-103,8,85.5,127,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,5.93
2025-07-15,PROD-104,12,15.0,119,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,7.64
2025-07-15,PROD-105,6,250.0,78,Cafetera Espresso,Hogar,DeLonghi,0,Calor,4.35
2025-07-15,PROD-106,14,199.9,213,Silla Gamer,Muebles,SecretLab,0,Calor,6.72
2025-07-16,PROD-101,22,899.99,145,Smartphone Galaxy,Electrónica,Samsung,0,Calor,9.49
2025-07-16,PROD-102,30,120.0,102,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,3.32
2025-07-16,PROD-103,10,85.5,117,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,3.05
2025-07-16,PROD-104,11,15.0,108,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,5.08
2025-07-16,PROD-105,9,250.0,69,Cafetera Espresso,Hogar,DeLonghi,0,Calor,4.22
2025-07-16,PROD-106,12,199.9,201,Silla Gamer,Muebles,SecretLab,0,Calor,3.91
2025-07-17,PROD-101,28,899.99,117,Smartphone Galaxy,Electrónica,Samsung,0,Calor,8.92
2025-07-17,PROD-102,31,120.0,71,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,9.82
2025-07-17,PROD-103,10,85.5,107,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,5.66
2025-07-17,PROD-104,13,15.0,95,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,2.74
2025-07-17,PROD-105,5,250.0,64,Cafetera Espresso,Hogar,DeLonghi,0,Calor,7.2
2025-07-17,PROD-106,14,199.9,187,Silla Gamer,Muebles,SecretLab,0,Calor,4.67
2025-07-18,PROD-101,19,809.99,98,Smartphone Galaxy,Electrónica,Samsung,10,Calor,9.59
2025-07-18,PROD-102,37,120.0,34,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,7.7
2025-07-18,PROD-103,9,85.5,98,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,7.11
2025-07-18,PROD-104,12,15.0,83,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,2.44
2025-07-18,PROD-105,6,250.0,58,Cafetera Espresso,Hogar,DeLonghi,0,Calor,8.36
2025-07-18,PROD-106,21,199.9,166,Silla Gamer,Muebles,SecretLab,0,Calor,3.89
2025-07-19,PROD-101,40,899.99,58,Smartphone Galaxy,Electrónica,Samsung,0,Calor,4.66
2025-07-19,PROD-102,52,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,9.51
2025-07-19,PROD-103,12,85.5,86,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,6.87
2025-07-19,PROD-104,17,15.0,66,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,8.52
2025-07-19,PROD-105,10,250.0,48,Cafetera Espresso,Hogar,DeLonghi,0,Calor,4.49
2025-07-19,PROD-106,15,199.9,151,Silla Gamer,Muebles,SecretLab,0,Calor,8.89
2025-07-20,PROD-101,27,899.99,31,Smartphone Galaxy,Electrónica,Samsung,0,Calor,4.3
2025-07-20,PROD-102,50,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,5.69
2025-07-20,PROD-103,11,85.5,75,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,6.64
2025-07-20,PROD-104,15,15.0,51,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,5.04
2025-07-20,PROD-105,10,250.0,38,Cafetera Espresso,Hogar,DeLonghi,0,Calor,4.04
2025-07-20,PROD-106,20,199.9,131,Silla Gamer,Muebles,SecretLab,0,Calor,7.68
2025-07-21,PROD-101,25,899.99,166,Smartphone Galaxy,Electrónica,Samsung,0,Calor,3.89
2025-07-21,PROD-102,25,120.0,162,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,9.31
2025-07-21,PROD-103,10,85.5,65,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,9.75
2025-07-21,PROD-104,13,15.0,141,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,7.48
2025-07-21,PROD-105,6,250.0,197,Cafetera Espresso,Hogar,DeLonghi,0,Calor,6.08
2025-07-21,PROD-106,16,199.9,115,Silla Gamer,Muebles,SecretLab,0,Calor,9.61
2025-07-22,PROD-101,30,899.99,136,Smartphone Galaxy,Electrónica,Samsung,0,Calor,3.43
2025-07-22,PROD-102,33,120.0,129,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,9.18
2025-07-22,PROD-103,10,85.5,55,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,4.79
2025-07-22,PROD-104,12,15.0,129,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,8.96
2025-07-22,PROD-105,8,250.0,189,Cafetera Espresso,Hogar,DeLonghi,0,Calor,3.89
2025-07-22,PROD-106,11,199.9,104,Silla Gamer,Muebles,SecretLab,0,Calor,5.53
2025-07-23,PROD-101,28,899.99,108,Smartphone Galaxy,Electrónica,Samsung,0,Calor,8.02
2025-07-23,PROD-102,48,120.0,81,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,6.37
2025-07-23,PROD-103,7,85.5,48,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,8.71
2025-07-23,PROD-104,13,15.0,116,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,8.68
2025-07-23,PROD-105,7,250.0,182,Cafetera Espresso,Hogar,DeLonghi,0,Calor,6.96
2025-07-23,PROD-106,13,199.9,91,Silla Gamer,Muebles,SecretLab,0,Calor,2.76
2025-07-24,PROD-101,20,899.99,88,Smartphone Galaxy,Electrónica,Samsung,0,Calor,3.97
2025-07-24,PROD-102,36,120.0,45,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,5.76
2025-07-24,PROD-103,10,85.5,38,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,8.52
2025-07-24,PROD-104,12,15.0,104,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,4.23
2025-07-24,PROD-105,8,200.0,174,Cafetera Espresso,Hogar,DeLonghi,20,Calor,4.01
2025-07-24,PROD-106,13,199.9,78,Silla Gamer,Muebles,SecretLab,0,Calor,7.8
2025-07-25,PROD-101,25,899.99,63,Smartphone Galaxy,Electrónica,Samsung,0,Calor,7.88
2025-07-25,PROD-102,38,108.0,7,Zapatillas Running,Ropa y Calzado,Nike,10,Calor,5.65
2025-07-25,PROD-103,11,85.5,27,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,4.33
2025-07-25,PROD-104,11,15.0,93,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,4.19
2025-07-25,PROD-105,7,250.0,167,Cafetera Espresso,Hogar,DeLonghi,0,Calor,4.27
2025-07-25,PROD-106,19,199.9,59,Silla Gamer,Muebles,SecretLab,0,Calor,6.68
2025-07-26,PROD-101,48,719.99,15,Smartphone Galaxy,Electrónica,Samsung,20,Calor,6.54
2025-07-26,PROD-102,52,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,5.0
2025-07-26,PROD-103,8,85.5,19,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,9.68
2025-07-26,PROD-104,14,15.0,79,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,9.55
2025-07-26,PROD-105,10,250.0,157,Cafetera Espresso,Hogar,DeLonghi,0,Calor,7.16
2025-07-26,PROD-106,16,199.9,43,Silla Gamer,Muebles,SecretLab,0,Calor,4.5
2025-07-27,PROD-101,32,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,7.78
2025-07-27,PROD-102,38,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,8.07
2025-07-27,PROD-103,15,59.85,4,Chaqueta Invierno,Ropa y Calzado,NorthFace,30,Calor,4.08
2025-07-27,PROD-104,16,15.0,63,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,7.65
2025-07-27,PROD-105,8,200.0,149,Cafetera Espresso,Hogar,DeLonghi,20,Calor,8.51
2025-07-27,PROD-106,22,199.9,21,Silla Gamer,Muebles,SecretLab,0,Calor,8.31
2025-07-28,PROD-101,15,899.99,150,Smartphone Galaxy,Electrónica,Samsung,0,Calor,7.41
2025-07-28,PROD-102,36,120.0,176,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,6.13
2025-07-28,PROD-103,12,85.5,197,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,4.85
2025-07-28,PROD-104,11,15.0,52,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,6.38
2025-07-28,PROD-105,6,250.0,143,Cafetera Espresso,Hogar,DeLonghi,0,Calor,6.39
2025-07-28,PROD-106,13,199.9,127,Silla Gamer,Muebles,SecretLab,0,Calor,2.2
2025-07-29,PROD-101,22,899.99,128,Smartphone Galaxy,Electrónica,Samsung,0,Calor,3.36
2025-07-29,PROD-102,34,120.0,142,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,5.58
2025-07-29,PROD-103,7,85.5,190,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,3.42
2025-07-29,PROD-104,11,15.0,41,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,6.93
2025-07-29,PROD-105,7,200.0,136,Cafetera Espresso,Hogar,DeLonghi,20,Calor,5.49
2025-07-29,PROD-106,15,199.9,112,Silla Gamer,Muebles,SecretLab,0,Calor,6.43
2025-07-30,PROD-101,17,899.99,111,Smartphone Galaxy,Electrónica,Samsung,0,Calor,9.32
2025-07-30,PROD-102,35,120.0,107,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,7.29
2025-07-30,PROD-103,8,85.5,182,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,8.81
2025-07-30,PROD-104,13,15.0,28,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,3.4
2025-07-30,PROD-105,7,250.0,129,Cafetera Espresso,Hogar,DeLonghi,0,Calor,4.3
2025-07-30,PROD-106,12,199.9,100,Silla Gamer,Muebles,SecretLab,0,Calor,3.5
2025-07-31,PROD-101,26,809.99,85,Smartphone Galaxy,Electrónica,Samsung,10,Calor,2.88
2025-07-31,PROD-102,51,120.0,56,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,9.83
2025-07-31,PROD-103,9,85.5,173,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,4.62
2025-07-31,PROD-104,13,15.0,15,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,9.14
2025-07-31,PROD-105,8,250.0,121,Cafetera Espresso,Hogar,DeLonghi,0,Calor,4.25
2025-07-31,PROD-106,13,199.9,87,Silla Gamer,Muebles,SecretLab,0,Calor,9.26
2025-08-01,PROD-101,48,899.99,37,Smartphone Galaxy,Electrónica,Samsung,0,Calor,8.73
2025-08-01,PROD-102,33,120.0,23,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,3.19
2025-08-01,PROD-103,11,85.5,162,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,2.16
2025-08-01,PROD-104,14,15.0,1,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,4.91
2025-08-01,PROD-105,8,250.0,113,Cafetera Espresso,Hogar,DeLonghi,0,Calor,3.74
2025-08-01,PROD-106,19,139.93,68,Silla Gamer,Muebles,SecretLab,30,Calor,3.62
2025-08-02,PROD-101,59,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,4.7
2025-08-02,PROD-102,55,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,5.03
2025-08-02,PROD-103,12,85.5,150,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,3.97
2025-08-02,PROD-104,15,15.0,0,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,8.23
2025-08-02,PROD-105,11,250.0,102,Cafetera Espresso,Hogar,DeLonghi,0,Calor,4.14
2025-08-02,PROD-106,24,199.9,44,Silla Gamer,Muebles,SecretLab,0,Calor,5.47
2025-08-03,PROD-101,57,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,2.04
2025-08-03,PROD-102,47,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,8.29
2025-08-03,PROD-103,13,85.5,137,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,8.11
2025-08-03,PROD-104,15,15.0,0,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,7.77
2025-08-03,PROD-105,7,250.0,95,Cafetera Espresso,Hogar,DeLonghi,0,Calor,7.82
2025-08-03,PROD-106,15,199.9,29,Silla Gamer,Muebles,SecretLab,0,Calor,3.14
2025-08-04,PROD-101,43,899.99,151,Smartphone Galaxy,Electrónica,Samsung,0,Calor,7.48
2025-08-04,PROD-102,31,120.0,142,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,7.42
2025-08-04,PROD-103,11,85.5,126,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,9.63
2025-08-04,PROD-104,11,15.0,104,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,4.98
2025-08-04,PROD-105,9,250.0,86,Cafetera Espresso,Hogar,DeLonghi,0,Calor,5.35
2025-08-04,PROD-106,14,139.93,120,Silla Gamer,Muebles,SecretLab,30,Calor,2.55
2025-08-05,PROD-101,43,899.99,108,Smartphone Galaxy,Electrónica,Samsung,0,Calor,2.94
2025-08-05,PROD-102,29,120.0,113,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,8.61
2025-08-05,PROD-103,8,85.5,118,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,4.03
2025-08-05,PROD-104,13,15.0,91,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,7.98
2025-08-05,PROD-105,6,250.0,80,Cafetera Espresso,Hogar,DeLonghi,0,Calor,3.5
2025-08-05,PROD-106,15,199.9,105,Silla Gamer,Muebles,SecretLab,0,Calor,3.24
2025-08-06,PROD-101,46,899.99,62,Smartphone Galaxy,Electrónica,Samsung,0,Calor,4.24
2025-08-06,PROD-102,31,120.0,82,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,7.47
2025-08-06,PROD-103,6,85.5,112,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,6.11
2025-08-06,PROD-104,11,15.0,80,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,8.77
2025-08-06,PROD-105,11,250.0,69,Cafetera Espresso,Hogar,DeLonghi,0,Calor,3.29
2025-08-06,PROD-106,11,199.9,94,Silla Gamer,Muebles,SecretLab,0,Calor,8.85
2025-08-07,PROD-101,40,899.99,22,Smartphone Galaxy,Electrónica,Samsung,0,Calor,8.17
2025-08-07,PROD-102,38,120.0,44,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,3.06
2025-08-07,PROD-103,10,85.5,102,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,8.12
2025-08-07,PROD-104,13,15.0,67,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,9.65
2025-08-07,PROD-105,7,250.0,62,Cafetera Espresso,Hogar,DeLonghi,0,Calor,9.52
2025-08-07,PROD-106,13,199.9,81,Silla Gamer,Muebles,SecretLab,0,Calor,9.1
2025-08-08,PROD-101,48,719.99,0,Smartphone Galaxy,Electrónica,Samsung,20,Calor,5.43
2025-08-08,PROD-102,31,120.0,13,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,8.25
2025-08-08,PROD-103,13,85.5,89,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,5.03
2025-08-08,PROD-104,13,15.0,54,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,8.61
2025-08-08,PROD-105,7,250.0,55,Cafetera Espresso,Hogar,DeLonghi,0,Calor,4.48
2025-08-08,PROD-106,10,199.9,71,Silla Gamer,Muebles,SecretLab,0,Calor,5.99
2025-08-09,PROD-101,57,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,8.56
2025-08-09,PROD-102,65,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,8.56
2025-08-09,PROD-103,10,85.5,79,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,8.9
2025-08-09,PROD-104,15,15.0,39,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,9.09
2025-08-09,PROD-105,8,250.0,47,Cafetera Espresso,Hogar,DeLonghi,0,Calor,8.81
2025-08-09,PROD-106,16,199.9,55,Silla Gamer,Muebles,SecretLab,0,Calor,2.07
2025-08-10,PROD-101,55,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,3.5
2025-08-10,PROD-102,63,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,3.81
2025-08-10,PROD-103,13,85.5,66,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,7.6
2025-08-10,PROD-104,18,13.5,21,Protector Solar FPS50,Salud y Belleza,Nivea,10,Calor,2.4
2025-08-10,PROD-105,9,250.0,38,Cafetera Espresso,Hogar,DeLonghi,0,Calor,4.69
2025-08-10,PROD-106,22,199.9,33,Silla Gamer,Muebles,SecretLab,0,Calor,7.96
2025-08-11,PROD-101,49,899.99,149,Smartphone Galaxy,Electrónica,Samsung,0,Calor,8.38
2025-08-11,PROD-102,37,120.0,108,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,8.83
2025-08-11,PROD-103,12,85.5,54,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,8.2
2025-08-11,PROD-104,13,15.0,203,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,7.45
2025-08-11,PROD-105,10,175.0,221,Cafetera Espresso,Hogar,DeLonghi,30,Calor,4.45
2025-08-11,PROD-106,16,199.9,140,Silla Gamer,Muebles,SecretLab,0,Calor,6.86
2025-08-12,PROD-101,44,899.99,105,Smartphone Galaxy,Electrónica,Samsung,0,Calor,3.35
2025-08-12,PROD-102,26,120.0,82,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,3.82
2025-08-12,PROD-103,13,85.5,41,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,4.29
2025-08-12,PROD-104,12,15.0,191,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,4.13
2025-08-12,PROD-105,7,250.0,214,Cafetera Espresso,Hogar,DeLonghi,0,Calor,5.77
2025-08-12,PROD-106,14,199.9,126,Silla Gamer,Muebles,SecretLab,0,Calor,3.89
2025-08-13,PROD-101,37,899.99,68,Smartphone Galaxy,Electrónica,Samsung,0,Calor,6.26
2025-08-13,PROD-102,45,120.0,37,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,5.75
2025-08-13,PROD-103,7,85.5,34,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,6.28
2025-08-13,PROD-104,11,15.0,180,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,3.04
2025-08-13,PROD-105,8,250.0,206,Cafetera Espresso,Hogar,DeLonghi,0,Calor,8.66
2025-08-13,PROD-106,18,199.9,108,Silla Gamer,Muebles,SecretLab,0,Calor,2.69
2025-08-14,PROD-101,55,899.99,13,Smartphone Galaxy,Electrónica,Samsung,0,Calor,5.34
2025-08-14,PROD-102,36,120.0,1,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,7.07
2025-08-14,PROD-103,8,85.5,26,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,3.48
2025-08-14,PROD-104,11,15.0,169,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,2.89
2025-08-14,PROD-105,10,250.0,196,Cafetera Espresso,Hogar,DeLonghi,0,Calor,5.38
2025-08-14,PROD-106,14,199.9,94,Silla Gamer,Muebles,SecretLab,0,Calor,3.62
2025-08-15,PROD-101,48,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,2.61
2025-08-15,PROD-102,33,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,2.64
2025-08-15,PROD-103,7,85.5,19,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,4.05
2025-08-15,PROD-104,13,15.0,156,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,6.32
2025-08-15,PROD-105,4,250.0,192,Cafetera Espresso,Hogar,DeLonghi,0,Calor,4.75
2025-08-15,PROD-106,19,199.9,75,Silla Gamer,Muebles,SecretLab,0,Calor,3.44
2025-08-16,PROD-101,53,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,7.83
2025-08-16,PROD-102,43,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,5.06
2025-08-16,PROD-103,11,85.5,8,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,8.16
2025-08-16,PROD-104,15,15.0,141,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,3.41
2025-08-16,PROD-105,9,250.0,183,Cafetera Espresso,Hogar,DeLonghi,0,Calor,3.37
2025-08-16,PROD-106,22,199.9,53,Silla Gamer,Muebles,SecretLab,0,Calor,9.43
2025-08-17,PROD-101,60,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,5.2
2025-08-17,PROD-102,73,96.0,0,Zapatillas Running,Ropa y Calzado,Nike,20,Calor,7.55
2025-08-17,PROD-103,13,85.5,0,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,5.75
2025-08-17,PROD-104,16,15.0,125,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,9.01
2025-08-17,PROD-105,8,250.0,175,Cafetera Espresso,Hogar,DeLonghi,0,Calor,2.17
2025-08-17,PROD-106,21,199.9,32,Silla Gamer,Muebles,SecretLab,0,Calor,9.35
2025-08-18,PROD-101,44,899.99,195,Smartphone Galaxy,Electrónica,Samsung,0,Calor,9.92
2025-08-18,PROD-102,46,84.0,132,Zapatillas Running,Ropa y Calzado,Nike,30,Calor,3.6
2025-08-18,PROD-103,10,85.5,168,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,8.79
2025-08-18,PROD-104,15,12.0,110,Protector Solar FPS50,Salud y Belleza,Nivea,20,Calor,8.42
2025-08-18,PROD-105,8,250.0,167,Cafetera Espresso,Hogar,DeLonghi,0,Calor,3.65
2025-08-18,PROD-106,14,199.9,205,Silla Gamer,Muebles,SecretLab,0,Calor,7.53
2025-08-19,PROD-101,53,809.99,142,Smartphone Galaxy,Electrónica,Samsung,10,Calor,9.7
2025-08-19,PROD-102,53,120.0,79,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,7.47
2025-08-19,PROD-103,12,85.5,156,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,2.37
2025-08-19,PROD-104,12,15.0,98,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,2.88
2025-08-19,PROD-105,8,250.0,159,Cafetera Espresso,Hogar,DeLonghi,0,Calor,5.59
2025-08-19,PROD-106,14,199.9,191,Silla Gamer,Muebles,SecretLab,0,Calor,3.37
2025-08-20,PROD-101,41,899.99,101,Smartphone Galaxy,Electrónica,Samsung,0,Calor,4.2
2025-08-20,PROD-102,36,120.0,43,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,9.42
2025-08-20,PROD-103,10,85.5,146,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,6.34
2025-08-20,PROD-104,12,15.0,86,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,4.13
2025-08-20,PROD-105,7,250.0,152,Cafetera Espresso,Hogar,DeLonghi,0,Calor,9.17
2025-08-20,PROD-106,16,199.9,175,Silla Gamer,Muebles,SecretLab,0,Calor,3.16
2025-08-21,PROD-101,40,899.99,61,Smartphone Galaxy,Electrónica,Samsung,0,Calor,7.23
2025-08-21,PROD-102,52,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,7.22
2025-08-21,PROD-103,12,85.5,134,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,4.86
2025-08-21,PROD-104,13,15.0,73,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,3.64
2025-08-21,PROD-105,10,250.0,142,Cafetera Espresso,Hogar,DeLonghi,0,Calor,3.61
2025-08-21,PROD-106,9,199.9,166,Silla Gamer,Muebles,SecretLab,0,Calor,7.73
2025-08-22,PROD-101,36,899.99,25,Smartphone Galaxy,Electrónica,Samsung,0,Calor,4.13
2025-08-22,PROD-102,39,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,9.26
2025-08-22,PROD-103,13,85.5,121,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,8.84
2025-08-22,PROD-104,13,15.0,60,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,5.51
2025-08-22,PROD-105,8,225.0,134,Cafetera Espresso,Hogar,DeLonghi,10,Calor,2.68
2025-08-22,PROD-106,13,199.9,153,Silla Gamer,Muebles,SecretLab,0,Calor,3.8
2025-08-23,PROD-101,63,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,3.16
2025-08-23,PROD-102,52,84.0,0,Zapatillas Running,Ropa y Calzado,Nike,30,Calor,7.28
2025-08-23,PROD-103,16,85.5,105,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,5.56
2025-08-23,PROD-104,23,10.5,37,Protector Solar FPS50,Salud y Belleza,Nivea,30,Calor,4.33
2025-08-23,PROD-105,9,250.0,125,Cafetera Espresso,Hogar,DeLonghi,0,Calor,3.32
2025-08-23,PROD-106,16,199.9,137,Silla Gamer,Muebles,SecretLab,0,Calor,3.64
2025-08-24,PROD-101,64,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,7.64
2025-08-24,PROD-102,34,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,3.47
2025-08-24,PROD-103,13,85.5,92,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,3.22
2025-08-24,PROD-104,16,15.0,21,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,3.24
2025-08-24,PROD-105,10,250.0,115,Cafetera Espresso,Hogar,DeLonghi,0,Calor,3.6
2025-08-24,PROD-106,14,159.92,123,Silla Gamer,Muebles,SecretLab,20,Calor,2.48
2025-08-25,PROD-101,56,899.99,125,Smartphone Galaxy,Electrónica,Samsung,0,Calor,9.81
2025-08-25,PROD-102,34,120.0,152,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,9.09
2025-08-25,PROD-103,8,85.5,84,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,2.19
2025-08-25,PROD-104,13,15.0,147,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,7.81
